Sector subsector y rama,1,2,3,4,2006,1.1,2.1,3.1,4.1,2007,1.2,2.2,3.2,4.2,Unnamed: 15,1.3,2.3,3.3,4.3,Unnamed: 20,1.4,2.4,3.4,4.4,Unnamed: 25,1.5,2.5,3.5,4.5,Unnamed: 30,1.6,2.6,3.6,4.6,Unnamed: 35,1.7,2.7,3.7,4.7,Unnamed: 40,1.8,2.8,3.8,4.8,Unnamed: 45,1.9,2.9,3.9,4.9,Unnamed: 50,1.10,2.10,3.10,4.10,Unnamed: 55,1.11,2.11,3.11,4.11,Unnamed: 60,1.12,2.12,3.12,4.12,Unnamed: 65,1.13,2.13,3.13,4.13,Unnamed: 70,1.14,2.14,3.14,4.14,Unnamed: 75,1.15,2.15,3.15,4.15,Total 2021,1.16,2.16,3.16,4.16,Total 2022,1.17,2.17,3.17,4.17,Total 2023,1.18,2.18,Total 2024,Total general
2131 Servicios relacionados con la minería,3.8,3.1,1.4,6.8,15.1,10.3,46.4,7.4,1.2,65.3,5.0,3.6,2.2,14.8,25.7,102.0,147.9,47.7,-15.9,281.8,54.5,-3.0,-18.7,-16.6,16.3,-7.7,327.3,22.2,-10.4,331.3,15.5,-0.1,-13.6,11.1,12.8,32.9,-14.3,-11.0,12.1,19.8,-28.4,22.5,-8.4,-10.2,-24.5,26.7,62.9,398.8,111.5,599.8,32.4,0.1,42.7,48.0,123.3,3.0,20.1,82.3,143.7,249.1,71.7,46.6,24.0,147.5,289.8,120.4,124.3,107.8,210.7,563.1,210.4,193.5,283.2,91.7,778.7,184.6,46.1,120.9,110.3,461.9,316.5,100.0,44.2,48.9,509.5,314.8,19.8,361.9,C,602.9,110.1,208.8,318.9,"5,240.6"
22 Generación transmisión distribución y comercialización de energía eléctrica  suministro de agua y de gas natural por ductos al consumidor final,32.1,-20.6,-57.9,83.4,37.0,151.4,71.4,837.9,89.4,"1,150.1",-27.6,310.9,64.2,330.5,677.9,55.1,49.9,-52.8,10.4,62.7,-38.9,3.4,583.6,69.6,617.7,215.8,-107.2,48.9,129.4,286.9,67.5,125.0,280.7,287.9,761.2,520.7,206.6,-61.9,765.4,"1,430.8",218.3,134.0,20.6,117.3,490.3,506.9,-32.6,251.0,72.6,797.9,141.6,371.0,213.6,74.7,800.9,154.4,171.3,588.7,758.3,"1,672.7",406.6,"1,894.7",817.4,"1,005.9","4,124.6",551.0,-98.5,604.3,-92.1,964.8,483.1,286.6,42.9,-234.1,578.5,74.9,366.1,-330.3,215.8,326.5,45.4,398.0,317.0,118.3,878.8,137.1,-409.3,108.6,70.6,-93.0,118.1,35.1,153.2,"15,719.3"
221 Generación  transmisión  distribución y comercialización de energía eléctrica suministro de agua y de gas natural por ductos al consumidor final,32.1,-20.6,-57.9,83.4,37.0,151.4,71.4,837.9,89.4,"1,150.1",-27.6,310.9,64.2,330.5,677.9,55.1,49.9,-52.8,10.4,62.7,-38.9,3.4,583.6,69.6,617.7,215.8,-107.2,48.9,129.4,286.9,67.5,125.0,280.7,287.9,761.2,520.7,206.6,-61.9,765.4,"1,430.8",218.3,134.0,20.6,117.3,490.3,506.9,-32.6,251.0,72.6,797.9,141.6,371.0,213.6,74.7,800.9,154.4,171.3,588.7,758.3,"1,672.7",406.6,"1,894.7",817.4,"1,005.9","4,124.6",551.0,-98.5,604.3,-92.1,964.8,483.1,286.6,42.9,-234.1,578.5,74.9,366.1,-330.3,215.8,326.5,45.4,398.0,317.0,118.3,878.8,137.1,-409.3,108.6,70.6,-93.0,118.1,35.1,153.2,"15,719.3"
2211 Generación transmisión  distribución y comercialización de energía eléctrica,16.5,44.0,10.5,29.7,100.7,89.2,67.9,772.3,35.5,964.9,26.1,255.6,73.5,71.5,426.8,52.4,45.7,-52.8,10.4,55.7,-38.9,3.4,583.8,-41.7,506.7,10.6,98.4,48.4,58.6,216.0,67.4,125.0,275.5,134.6,602.6,314.3,95.9,-85.7,631.4,955.9,-11.1,62.3,25.1,107.9,184.2,643.4,-54.7,231.7,29.3,849.6,124.3,371.0,194.2,93.0,782.5,152.9,177.5,556.5,722.0,"1,608.8",292.0,"1,912.7",872.4,887.8,"3,965.0",548.6,-85.0,702.3,92.6,"1,258.4",451.9,309.0,82.7,-102.7,740.9,118.8,297.4,-289.2,162.6,289.6,56.2,421.3,182.8,177.8,838.1,171.2,-382.6,150.5,27.1,-33.8,119.6,106.0,225.6,"14,538.2"
2212 Suministro de gas natural por ductos al consumidor final,18.6,-58.0,-68.4,53.7,-54.1,62.1,C,65.6,53.9,185.3,-53.7,55.2,-9.4,259.0,251.1,C,C,0.0,0.0,7.0,C,0.0,C,C,111.2,C,C,C,70.9,71.0,0.0,0.0,0.0,C,C,206.3,110.8,14.2,129.4,460.7,227.0,70.8,C,C,298.7,-137.9,20.4,19.3,-5.9,-104.0,17.3,-9.0,C,-18.3,6.6,C,C,32.2,36.3,62.3,112.6,-18.0,-36.9,118.1,175.8,2.5,-13.5,-98.0,-184.7,-293.7,27.0,-22.4,-39.8,-131.4,-166.6,-44.3,66.8,-41.1,49.0,30.4,-10.8,-23.3,C,-59.5,40.7,-34.1,-26.6,-41.9,C,-59.2,0.0,-70.9,-70.9,"1,105.6"
2213 Captación  tratamiento y suministro de agua,C,-6.6,C,C,-9.5,C,C,0.0,0.0,-0.1,C,C,C,0.0,0.0,0.0,C,0.0,C,0.0,C,C,C,C,-0.2,0.0,0.0,0.0,C,C,C,0.0,5.2,0.0,5.2,C,0.0,9.5,C,14.2,2.4,C,0.0,C,7.3,C,C,0.0,49.2,52.3,0.0,C,2.7,0.0,11.8,1.5,0.0,C,C,1.5,C,0.0,C,C,-16.2,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,C,0.0,C,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,75.5
23 Construcción,124.2,93.7,53.3,281.2,552.3,94.3,130.0,150.3,"1,589.4","1,964.0",125.3,283.7,97.6,248.6,755.2,126.3,170.5,308.6,479.7,"1,085.0",23.3,445.0,158.2,12.5,639.0,176.3,141.9,387.0,270.5,975.6,672.6,817.1,181.3,582.5,"2,253.5",773.5,578.8,428.5,-451.3,"1,329.5",797.2,110.0,-64.9,192.3,"1,034.7",569.4,613.8,906.5,221.3,"2,311.0",297.6,659.5,22.5,420.6,"1,400.4",208.2,400.0,"1,887.4",872.6,"3,368.1",842.6,801.7,101.9,862.6,"2,608.8",730.9,284.5,293.3,-249.1,"1,059.6",952.0,-19.5,-324.8,-384.5,223.2,371.7,34.0,92.0,-113.3,384.3,768.4,-302.6,94.5,-96.2,464.2,533.4,82.0,-64.4,-293.1,257.9,-665.6,-394.3,"-1,059.9","21,606.4"
236 Edificación,29.3,47.8,13.9,23.3,114.4,21.2,31.8,24.5,53.8,131.2,3.3,72.8,7.7,-12.7,71.2,2.7,1.9,85.2,305.2,395.0,29.6,17.1,-4.0,22.5,65.2,6.6,23.5,-12.3,26.8,44.7,21.3,-4.4,34.0,-18.5,32.4,28.1,51.5,4.9,10.0,94.6,22.5,39.8,0.3,34.1,96.7,39.7,-2.8,4.5,-0.1,41.2,3.0,12.3,8.6,12.1,35.9,43.1,-7.7,2.0,21.9,59.3,61.1,4.4,-10.0,3.7,59.2,43.3,48.1,4.1,13.3,108.8,-3.3,-29.5,12.9,-8.4,-28.4,-7.3,45.4,-16.8,24.4,45.9,16.7,21.5,1.3,-30.7,8.7,25.7,73.1,25.3,-72.7,51.4,163.7,8.1,171.9,"1,599.0"
2361 Edificación residencial,3.4,22.8,8.5,11.1,45.8,19.5,10.6,10.2,-51.9,-11.7,3.1,20.5,12.4,2.4,38.5,2.1,1.8,9.0,301.8,314.7,1.2,1.3,-1.8,13.9,14.5,4.0,23.7,6.4,6.5,40.5,3.9,-1.1,5.2,25.2,33.3,5.8,42.5,10.2,-89.1,-30.7,19.4,0.8,0.2,C,33.3,15.5,4.0,3.7,-1.3,21.9,8.3,0.0,C,0.4,10.1,1.1,-2.2,9.1,-0.9,7.1,C,3.2,0.0,0.0,4.2,-3.1,23.0,C,C,20.0,1.1,C,0.0,0.0,3.3,0.3,-1.1,0.1,0.0,-0.7,3.4,0.1,C,0.0,3.5,C,C,-1.3,C,-0.4,2.5,C,1.0,548.1
2362 Edificación no residencial,25.9,25.1,5.4,12.2,68.5,1.7,21.2,14.3,105.7,142.9,0.2,52.3,-4.7,-15.2,32.7,0.6,0.1,76.2,3.4,80.3,28.4,15.8,-2.2,8.6,50.6,2.7,-0.2,-18.6,20.3,4.1,17.4,-3.4,28.8,-43.7,-0.9,22.3,9.0,-5.2,99.1,125.2,3.1,39.1,0.1,21.1,63.4,24.2,-6.8,0.7,1.2,19.3,-5.4,12.3,7.2,11.7,25.8,42.0,-5.5,-7.1,22.8,52.2,60.1,1.2,-10.0,3.7,55.0,46.4,25.1,4.1,13.3,88.9,-4.5,-31.7,12.9,-8.4,-31.7,-7.6,46.5,-16.8,24.4,46.6,13.2,21.4,1.3,-30.8,5.2,25.7,73.1,26.7,-73.6,51.8,161.2,9.6,170.9,"1,050.8"
237 Construcción de obras de ingeniería civil,70.6,29.7,32.7,253.1,386.2,67.8,60.0,124.9,"1,529.6","1,782.3",128.6,193.9,92.8,243.7,658.9,131.6,165.9,204.7,182.6,684.8,7.9,415.1,162.2,-70.7,514.5,169.9,115.1,449.6,243.0,977.7,647.9,814.1,133.5,577.2,"2,172.7",737.3,510.9,442.1,-520.9,"1,169.4",760.3,66.5,-82.4,148.8,893.2,527.9,598.6,879.0,218.2,"2,223.7",290.3,644.8,7.0,404.8,"1,347.0",160.8,404.5,"1,893.6",854.6,"3,313.5",770.5,784.0,131.4,829.8,"2,515.7",663.6,221.1,268.9,-271.4,882.2,952.9,-3.0,-313.0,-393.4,243.5,371.5,-20.5,108.6,-131.2,328.4,739.7,-325.9,119.8,-67.5,466.2,463.7,-1.9,-91.6,-211.3,158.9,-882.5,-387.6,"-1,270.1","19,448.6"
2371 Construcción de obras para el suministro de agua  petróleo  gas energía eléctrica y telecomunicaciones,53.9,17.4,14.0,8.3,93.6,25.5,15.2,10.1,93.0,143.9,56.0,8.6,27.6,87.6,179.9,58.8,56.3,8.5,40.6,164.2,13.5,82.1,-20.9,16.3,91.0,-4.2,-166.1,23.6,-22.4,-169.1,218.5,119.8,131.0,499.8,969.2,274.4,510.5,277.5,-477.2,585.2,245.8,67.9,-107.3,59.4,265.8,258.9,-14.0,884.0,216.8,"1,345.7",117.6,598.2,62.3,306.5,"1,084.7",-212.9,68.3,308.7,633.7,797.8,218.1,711.9,104.4,330.9,"1,365.3",234.2,213.4,267.8,-77.9,637.4,622.6,35.0,-134.3,-406.4,116.9,374.5,-20.6,109.7,-178.9,284.6,661.8,-324.7,117.8,-59.9,395.0,455.4,-10.2,-69.9,-211.3,164.1,"-1,172.4",-392.8,"-1,565.2","6,950.0"
2372 División de terrenos y construcción de obras de urbanización,-0.5,1.3,-6.1,9.8,4.5,7.0,3.5,29.3,152.8,192.6,1.3,1.0,5.8,4.2,12.3,3.9,6.1,-6.9,8.8,11.9,0.4,-13.2,8.4,0.0,-4.3,8.0,2.5,-0.1,2.5,13.0,1.0,2.6,3.1,4.3,11.1,6.0,0.0,2.0,-19.8,-11.7,9.9,5.1,27.3,72.2,114.6,C,-4.2,2.8,0.0,-1.5,5.1,2.2,C,109.8,117.7,6.0,0.0,0.0,0.0,6.0,37.3,C,6.5,11.4,67.4,16.2,4.0,C,28.4,52.6,C,C,-46.7,-0.9,-42.2,0.0,7.8,C,C,16.6,-1.4,5.4,C,-1.3,5.9,0.0,C,-34.8,0.0,-29.8,12.5,0.0,12.5,549.0
2373 Construcción de vías de comunicación,17.2,9.9,27.1,234.5,288.8,35.3,41.3,85.4,"1,264.0","1,426.1",85.8,181.4,44.9,51.4,363.5,68.9,103.3,203.0,135.3,510.4,-15.5,330.3,176.0,-106.8,384.0,150.9,277.9,297.5,65.6,791.9,433.7,653.2,C,C,"1,087.9",457.5,C,24.0,-11.2,470.6,505.8,C,0.0,39.8,545.6,C,609.9,0.0,C,890.0,212.6,C,8.5,40.8,272.6,316.7,280.0,"1,515.6",205.4,"2,317.7",464.4,108.4,C,395.7,977.0,350.3,3.3,0.0,-287.8,65.8,349.9,12.2,-147.2,C,214.0,C,C,C,78.6,80.7,C,C,C,C,43.0,0.0,C,C,0.0,3.3,90.6,C,70.1,"10,803.1"
2379 Otras construcciones de ingeniería civil,C,C,-2.2,C,-0.6,C,0.0,C,19.7,19.8,C,C,14.5,100.5,103.3,C,0.3,0.0,-2.1,-1.7,9.6,C,-1.4,19.8,43.9,15.2,0.8,128.6,197.2,341.9,-5.4,38.4,-1.4,72.9,104.5,-0.5,0.0,138.6,-12.8,125.3,-1.3,-6.5,-2.5,-22.5,-32.8,0.0,6.9,-7.7,-9.8,-10.6,-45.0,33.7,-64.4,-52.3,-128.0,51.0,56.2,69.4,15.5,192.0,50.8,-48.6,12.0,91.8,106.0,63.0,0.4,-2.9,65.9,126.4,-24.2,-51.1,15.1,14.8,-45.3,-3.8,-8.9,-7.2,-33.6,-53.6,40.8,-12.4,C,-5.0,22.3,8.2,C,13.1,0.0,21.3,186.8,25.7,212.4,"1,146.5"
238 Trabajos especializados para la construcción,24.2,16.2,6.6,4.7,51.8,5.3,38.3,0.9,6.0,50.5,-6.7,17.0,-2.9,17.7,25.1,-8.1,2.7,18.7,-8.1,5.3,-14.3,12.8,0.0,60.8,59.3,-0.3,3.3,-50.4,0.7,-46.7,3.3,7.4,13.8,23.9,48.4,8.1,16.3,-18.6,59.6,65.5,14.5,3.6,17.3,9.4,44.8,1.8,18.0,23.0,3.2,46.1,4.4,2.5,7.0,3.7,17.5,4.2,3.2,-8.1,-3.9,-4.6,11.0,13.2,-19.5,29.1,33.8,24.0,15.3,20.3,9.0,68.6,2.4,13.1,-24.7,17.3,8.1,7.4,9.1,C,-6.5,10.1,12.0,1.8,-26.6,2.1,-10.7,44.0,10.8,1.9,-9.1,47.7,53.2,-14.9,38.3,558.8
2381 Cimentaciones  montaje de estructuras prefabricadas y trabajos en exteriores,0.9,0.1,0.1,-0.1,1.1,0.8,34.9,-7.4,-34.4,-6.2,0.1,0.1,1.4,1.6,3.1,7.1,0.3,2.9,-2.1,8.3,0.0,-0.8,0.0,56.2,55.5,0.2,C,-51.3,C,-51.0,C,0.5,0.0,-2.0,0.0,C,3.1,C,C,-2.5,C,C,C,C,8.2,C,3.0,-0.9,C,6.3,0.0,C,1.4,C,4.3,1.5,C,C,0.0,3.2,C,C,C,C,3.6,C,C,C,C,29.3,C,C,C,0.0,C,C,0.0,0.0,C,C,C,C,C,0.0,C,C,0.0,C,0.0,C,0.0,C,C,63.2
2382 Instalaciones y equipamiento en construcciones,21.9,16.0,5.0,3.6,46.6,4.4,3.4,8.3,40.4,56.5,-8.6,15.8,-4.3,16.1,19.0,-15.1,2.4,15.8,-9.7,-6.6,-15.3,13.3,-0.2,0.9,-1.3,-0.8,0.3,0.9,0.7,1.1,1.2,6.9,8.7,25.5,42.4,11.7,10.3,4.7,58.4,85.1,8.6,0.8,15.4,9.4,34.2,0.3,15.0,0.6,0.4,16.4,4.2,1.0,3.8,2.3,11.3,2.7,1.5,-23.0,C,-24.9,7.8,6.0,-19.5,27.9,22.3,19.2,3.6,6.1,-1.7,27.3,2.4,C,-24.7,11.2,2.1,7.4,9.1,C,-6.4,10.1,C,1.3,-26.6,0.2,-19.7,C,C,C,-0.9,55.4,42.2,C,27.3,404.6
2383 Trabajos de acabados en edificaciones,0.0,0.0,C,C,C,C,0.0,C,0.0,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,C,0.0,1.8,0.0,2.3,0.0,C,C,0.0,0.0,C,C,0.0,0.0,0.6,C,0.0,C,C,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,C,C,0.0,C,0.0,C,C,C,0.0,0.0,C,C,C,0.0,C,13.0
2389 Otros trabajos especializados para la construcción,C,0.0,0.0,C,1.4,C,0.0,0.0,0.0,C,0.0,1.1,0.0,0.0,1.1,C,C,0.0,C,3.6,C,C,0.2,C,5.1,0.3,C,0.0,C,3.1,C,C,C,0.4,3.8,0.2,3.0,-23.3,3.0,-17.1,0.0,C,C,C,1.8,0.0,C,C,C,21.2,C,0.0,C,C,1.9,0.0,C,14.8,2.2,17.0,-0.1,5.3,0.0,1.2,6.4,0.7,C,0.0,C,12.0,C,0.0,0.0,6.0,6.0,C,C,0.0,C,-0.1,C,C,0.0,1.9,8.9,C,C,C,0.0,0.1,C,0.0,C,78.0
31-33 Industrias manufactureras,"3,277.9","4,195.3","1,434.5","2,288.0","11,195.7","3,076.9","4,010.0","4,492.2","3,362.3","14,941.4","3,266.4","2,476.7","1,722.0","1,422.9","8,888.0","3,222.6","2,646.9","1,070.9","1,151.4","8,091.8","2,672.6","6,052.0","1,779.3","3,579.1","14,083.0","4,419.8","2,094.6","2,628.8","3,003.3","12,146.4","4,046.8","2,354.6","2,514.2","1,619.2","10,534.8","4,190.0","17,827.8","2,548.4","7,533.3","32,099.4","4,715.4","6,415.3","2,130.8","5,546.8","18,808.3","5,185.5","3,783.2","6,647.8","2,974.5","18,591.0","8,504.4","3,075.2","2,616.5","4,060.2","18,256.2","7,052.4","3,766.6","2,405.2","3,654.8","16,879.0","6,570.7","3,976.2","2,609.0","3,115.3","16,271.2","7,245.6","3,349.5","3,698.8","2,316.8","16,610.7","5,861.8","3,536.7",119.1,"2,130.5","11,648.1","7,081.2","1,781.0","3,930.4","1,783.2","14,575.9","7,156.9","4,974.7","1,961.2",-1.1,"14,091.8","12,793.5","4,765.5","1,067.6",-511.0,"18,115.7","12,710.0","3,942.9","16,652.9","292,481.3"
311 Industria alimentaria,185.4,919.5,17.1,17.2,"1,139.2",152.7,348.8,44.8,187.0,733.3,152.2,378.9,56.3,270.6,858.1,278.7,48.9,135.0,-67.1,395.5,123.6,233.9,158.7,"1,317.5","1,833.7",299.0,116.1,239.1,707.9,"1,362.1",355.9,-18.2,37.6,-433.9,-58.7,252.9,29.8,68.5,192.1,543.2,216.6,16.7,34.3,52.5,320.0,221.3,350.0,52.8,101.6,725.7,160.2,319.8,74.8,-16.6,538.1,310.9,31.3,-83.2,133.2,392.2,177.5,-105.1,-45.6,-57.2,-30.4,600.0,-12.3,-21.1,-145.3,421.2,575.4,-19.9,3.0,-188.9,369.6,-11.0,14.2,-79.2,213.3,137.2,220.7,-11.7,-42.8,803.5,969.7,520.3,-0.9,-15.5,71.2,575.1,976.2,-174.1,802.0,"12,026.9"
3111 Elaboración de alimentos balanceados para animales,-0.2,C,C,0.1,0.0,C,C,C,C,0.4,0.0,0.0,C,0.6,0.7,-1.0,-0.3,0.0,-1.2,-2.4,0.0,6.7,-0.7,35.1,41.0,C,1.0,4.6,C,26.1,4.9,C,-0.5,-2.7,0.3,C,0.0,C,0.0,6.6,C,C,C,0.0,20.3,C,0.0,C,0.0,17.1,C,0.0,17.0,0.0,31.7,7.7,C,C,C,19.5,C,C,0.0,C,C,10.8,C,0.0,0.0,19.0,0.0,0.0,C,C,C,C,0.0,C,0.0,C,C,0.0,0.0,C,7.7,0.0,C,0.0,C,C,C,0.0,C,199.3
3112 Molienda de granos y de semillas y obtención de aceites y grasas,5.3,-1.5,-0.5,3.5,6.9,75.7,37.5,6.9,17.8,138.0,35.5,22.5,1.5,-67.9,-8.4,61.0,29.3,38.9,-160.7,-31.6,113.2,186.9,23.8,8.3,332.1,119.6,49.9,-0.2,117.3,286.6,103.0,-3.3,-38.1,-479.9,-418.2,85.2,C,32.3,164.0,290.3,67.9,4.6,8.3,59.6,140.4,41.0,C,22.2,-11.9,34.0,1.9,65.1,14.1,-10.6,70.5,70.5,3.4,-52.5,100.6,121.9,C,-15.7,-51.3,-53.4,-72.8,162.9,C,C,-136.6,4.0,149.3,-32.2,-117.1,-136.6,-136.5,-69.0,20.5,-61.8,130.5,20.1,107.2,-9.6,-39.2,4.8,63.2,C,C,C,C,160.3,221.6,-120.5,101.2,"1,102.0"
3113 Elaboración de azúcares chocolates  dulces y similares,143.9,465.0,7.4,15.3,631.6,36.6,13.1,15.2,73.7,138.6,36.3,19.9,53.8,358.2,468.3,114.7,17.6,81.1,71.5,284.9,-54.9,46.1,82.5,"1,205.8","1,279.5",38.9,72.3,178.3,593.1,882.6,177.1,-27.8,47.6,41.1,238.1,38.4,15.7,1.6,-23.6,32.0,70.2,-6.9,-3.8,13.9,73.4,109.9,46.3,C,C,156.2,86.7,199.4,-6.0,-17.3,262.9,-3.4,14.2,-4.2,15.5,22.2,5.5,14.4,9.1,-1.6,27.3,45.2,-1.6,0.1,-7.7,36.0,3.8,42.3,124.6,-6.6,164.0,6.0,-16.0,-30.9,-2.9,-43.9,27.8,1.2,1.7,820.8,851.4,166.2,-2.7,-6.4,-34.0,123.1,117.1,-2.3,114.7,"5,742.8"
3114 Conservación de frutas  verduras  guisos y otros alimentos preparados,-3.1,-4.9,-1.4,-5.5,-14.8,7.8,-9.3,14.7,72.6,85.9,21.5,-5.2,8.3,-15.4,9.3,34.8,4.1,0.5,-2.3,37.1,4.8,-14.0,11.5,5.9,8.2,10.2,0.2,42.9,-25.8,27.5,-2.3,-5.6,5.0,0.0,-2.9,14.7,3.4,4.9,16.0,39.0,30.4,4.4,-8.5,-2.0,24.3,23.4,-4.5,0.5,100.7,120.0,9.0,7.6,-6.4,0.1,10.3,20.4,24.8,0.5,10.0,55.8,68.7,5.5,C,-9.0,66.8,56.3,12.1,-2.4,1.8,67.8,51.5,-0.3,-5.8,3.2,48.7,41.3,8.3,2.1,89.4,141.1,29.9,1.8,7.2,-3.9,35.1,36.1,-10.8,-29.8,-26.9,-31.4,59.8,-28.0,31.9,759.4
3115 Elaboración de productos lácteos,9.2,459.9,7.3,0.0,476.4,10.2,309.6,0.0,C,320.0,13.3,298.8,C,-39.6,272.4,C,0.0,C,0.0,10.0,7.6,0.0,0.0,0.0,7.6,19.6,C,C,0.5,23.0,11.3,1.8,1.0,1.1,15.2,11.7,0.0,0.9,0.0,12.5,8.6,0.0,C,0.0,8.6,C,C,0.0,0.0,342.8,26.2,C,C,C,71.7,170.9,-10.7,0.0,0.0,160.2,C,C,0.0,0.0,36.2,155.2,C,-10.8,6.8,145.1,330.5,C,3.4,0.0,304.8,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,561.4,0.0,561.4,"3,085.9"
3116 Matanza empacado y procesamiento de carne de ganado aves y otros animales comestibles,0.6,C,0.6,C,2.4,2.4,C,0.0,C,8.6,3.8,C,10.2,C,23.8,9.2,11.8,C,C,42.4,16.4,19.3,21.6,21.3,78.6,12.4,0.0,20.2,C,53.1,C,C,C,C,47.5,C,C,C,14.9,62.1,15.6,11.9,C,14.2,41.7,0.0,C,0.0,C,4.2,C,C,C,C,C,0.0,0.0,C,C,4.1,C,C,0.0,0.0,C,C,C,0.0,C,C,C,0.0,C,C,0.3,0.0,C,0.0,C,C,0.0,C,C,0.0,C,0.0,C,C,0.0,C,C,C,C,378.2
3117 Preparación y envasado de pescados y mariscos,0.0,C,C,0.0,-1.4,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,-17.8
3118 Elaboración de productos de panadería y tortillas,C,C,C,C,-1.7,C,0.0,0.0,0.0,C,C,C,C,C,4.1,0.0,C,3.4,C,3.4,0.0,0.0,C,0.0,C,0.0,C,2.1,C,9.1,C,0.3,3.0,C,8.7,-1.3,C,0.5,0.0,-0.8,0.0,C,C,C,-0.9,C,C,C,C,C,C,5.9,C,C,-1.6,C,C,C,C,23.1,3.5,C,C,0.0,0.0,C,-35.5,0.9,0.0,-29.1,C,C,C,-7.3,-7.7,C,C,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,C,0.0,C,14.0
3119 Otras industrias alimentarias,29.4,2.3,3.5,C,39.9,19.9,-5.1,7.9,19.1,41.8,41.2,41.1,-19.3,25.0,88.0,50.1,-13.6,6.3,8.9,51.7,36.5,-11.1,17.5,41.1,84.1,82.8,-13.5,-9.1,-6.0,54.2,31.4,17.9,5.5,-2.1,52.8,82.0,-15.4,14.1,20.8,101.4,3.8,-1.2,42.9,-33.1,12.4,11.0,-21.2,31.8,11.4,32.9,21.7,-10.1,15.6,65.4,92.6,41.6,-25.4,-25.8,-4.9,-14.5,24.9,-113.8,-3.4,4.5,-87.8,164.0,14.8,9.0,-9.5,178.3,30.2,5.4,4.1,-42.7,-3.0,-9.0,7.2,10.3,-5.3,3.2,52.2,-9.2,-12.5,-16.3,14.2,C,10.2,C,C,36.8,0.7,-16.8,-16.2,762.9
312 Industria de las bebidas y del tabaco,106.6,477.8,159.1,172.7,916.3,239.6,650.0,-222.1,683.0,"1,350.5",190.6,605.0,99.6,-407.4,487.9,178.4,489.7,116.1,-164.5,619.7,202.9,"5,167.8",53.6,-119.2,"5,305.1",233.6,234.7,964.6,131.8,"1,564.8",243.5,58.4,136.4,9.4,447.7,502.8,"14,427.9",930.7,495.3,"16,356.7",602.2,"2,874.9",-82.2,176.0,"3,570.9",472.9,"1,358.9",91.3,486.4,"2,409.5","1,258.9",30.1,24.6,647.0,"1,960.6","1,482.6",135.5,-272.2,616.2,"1,962.2","2,039.2",-291.7,187.4,-804.3,"1,130.6","2,556.0",84.9,-262.9,-101.1,"2,276.8",810.0,-3.7,215.0,-218.9,802.4,597.2,208.7,-2.7,"1,635.8","2,439.0",897.5,64.8,119.2,-415.9,665.6,"2,458.9",169.7,264.5,-287.8,"2,605.4","2,883.9","1,256.7","4,140.6","51,012.3"
3121 Industria de las bebidas,106.6,467.4,147.2,168.5,889.8,352.0,647.5,-222.2,638.3,"1,415.7",157.3,602.6,99.1,-407.6,451.3,178.4,456.2,116.1,-164.5,586.2,203.0,"5,167.7",53.6,-119.2,"5,305.0",225.0,234.7,964.6,131.8,"1,556.1",243.5,58.4,136.4,9.4,447.6,492.3,"14,427.9",218.6,495.3,"15,634.1",602.2,"2,874.9",-82.2,176.0,"3,570.9",472.9,"1,358.9",91.3,486.4,"2,409.5","1,240.7",30.1,24.6,647.0,"1,942.4","1,465.1",135.5,-272.2,616.2,"1,944.6","2,039.2",-291.7,187.4,-804.3,"1,130.6","2,556.0",84.9,-262.9,-101.1,"2,276.8",810.0,-32.3,362.9,-83.8,"1,056.7",294.9,328.3,38.6,"1,836.1","2,497.8",560.1,108.9,240.4,-241.8,667.6,"1,981.3",192.6,424.9,-158.8,"2,440.0","2,078.6","1,605.4","3,684.1","49,906.9"
